,,,,DAILY AVG,DAILY AVG,DAILY AVG,DAILY AVG,Continuous Since Jan 1978,Continuous Since Jan 1978,Continuous Since Jan 1978,Continuous Since June 1977,Continuous Since June 1977,Continuous Since June 1977,,,cut off from more data,
Month,Govt stringency,VaxFull,Total Covid,New Cases,New Cases Per Million,New Deaths,New Deaths Per Million,Michigan overall consumer sentiment,Michigan Sentiment Expected Conditions,Michigan Sentiment Current Conditions,Conference Board Overall Consumer Confidence,Conference Board Consumer Confidence in Expected Conditions,Conference Board Consumer Confidence in Current Conditions,ISM Manufacturing,ISM nonmanufacuring,PSAVERT,REAL GDP(Q)
1967M01,0,0,0,0,0,0,0,,,,,,,49.1,,12.1,4538.498
1967M02,0,0,0,0,0,0,0,,,,,,,47.6,,12.6,4541.280
1967M03,0,0,0,0,0,0,0,,,,,,,45.3,,12.8,4584.246
1967M04,0,0,0,0,0,0,0,,,,,,,42.8,,11.9,4618.812
1967M05,0,0,0,0,0,0,0,,,,,,,44.5,,12.0,4713.013
1967M06,0,0,0,0,0,0,0,,,,,,,46.8,,11.9,4791.758
1967M07,0,0,0,0,0,0,0,,,,,,,49.5,,12.6,4828.892
1967M08,0,0,0,0,0,0,0,,,,,,,52.2,,12.6,4847.885
1967M09,0,0,0,0,0,0,0,,,,,,,54.9,,11.9,4923.760
1967M10,0,0,0,0,0,0,0,,,,,,,54.1,,12.9,4938.728
1967M11,0,0,0,0,0,0,0,,,,,,,54.2,,12.8,4971.349
1967M12,0,0,0,0,0,0,0,,,,,,,55.6,,11.8,4947.104
1968M01,0,0,0,0,0,0,0,,,,,,,56.6,,11.7,4939.759
1968M02,0,0,0,0,0,0,0,,,,,,,55,,12.3,4946.770
1968M03,0,0,0,0,0,0,0,,,,,,,53.8,,11.7,4992.357
1968M04,0,0,0,0,0,0,0,,,,,,,58,,12.3,4938.857
1968M05,0,0,0,0,0,0,0,,,,,,,55.3,,12.0,5072.996
1968M06,0,0,0,0,0,0,0,,,,,,,53.5,,11.7,5100.447
1968M07,0,0,0,0,0,0,0,,,,,,,54.1,,10.7,5142.422
1968M08,0,0,0,0,0,0,0,,,,,,,52.7,,10.5,5154.547
1968M09,0,0,0,0,0,0,0,,,,,,,51.8,,10.6,5249.337
1968M10,0,0,0,0,0,0,0,,,,,,,55.8,,10.8,5368.485
1968M11,0,0,0,0,0,0,0,,,,,,,58.1,,10.6,5419.184
1968M12,0,0,0,0,0,0,0,,,,,,,56.1,,11.1,5509.926
1969M01,0,0,0,0,0,0,0,,,,,,,54.9,,10.3,5646.286
1969M02,0,0,0,0,0,0,0,,,,,,,57,,9.7,5707.755
1969M03,0,0,0,0,0,0,0,,,,,,,57.1,,10.2,5677.738
1969M04,0,0,0,0,0,0,0,,,,,,,55.2,,9.7,5731.632
1969M05,0,0,0,0,0,0,0,,,,,,,56.7,,10.1,5682.353
1969M06,0,0,0,0,0,0,0,,,,,,,55.5,,11.1,5695.859
1969M07,0,0,0,0,0,0,0,,,,,,,53.1,,11.8,5642.025
1969M08,0,0,0,0,0,0,0,,,,,,,54.8,,11.5,5620.126
1969M09,0,0,0,0,0,0,0,,,,,,,54.1,,11.6,5551.713
1969M10,0,0,0,0,0,0,0,,,,,,,54.6,,11.4,5591.382
1969M11,0,0,0,0,0,0,0,,,,,,,53.2,,11.6,5687.087
1969M12,0,0,0,0,0,0,0,,,,,,,52,,11.8,5763.665
1970M01,0,0,0,0,0,0,0,,,,,,,48.7,,11.8,5893.276
1970M02,0,0,0,0,0,0,0,,,,,,,47.4,,11.7,5936.515
1970M03,0,0,0,0,0,0,0,,,,,,,46.9,,12.4,5969.089
1970M04,0,0,0,0,0,0,0,,,,,,,45,,13.3,6012.356
1970M05,0,0,0,0,0,0,0,,,,,,,47.2,,12.4,6083.391
1970M06,0,0,0,0,0,0,0,,,,,,,51.1,,12.3,6201.659
1970M07,0,0,0,0,0,0,0,,,,,,,49.5,,13.5,6313.559
1970M08,0,0,0,0,0,0,0,,,,,,,47.3,,13.4,6313.697
1970M09,0,0,0,0,0,0,0,,,,,,,44.1,,12.9,6333.848
1970M10,0,0,0,0,0,0,0,,,,,,,42.4,,13.1,6578.605
1970M11,0,0,0,0,0,0,0,,,,,,,39.7,,13.6,6644.754
1970M12,0,0,0,0,0,0,0,,,,,,,45.4,,13.2,6734.069
1971M01,0,0,0,0,0,0,0,,,,,,,47.9,,13.3,6746.176
1971M02,0,0,0,0,0,0,0,,,,,,,54.8,,13.3,6753.389
1971M03,0,0,0,0,0,0,0,,,,,,,51.2,,13.5,6803.558
1971M04,0,0,0,0,0,0,0,,,,,,,54.5,,13.2,6820.572
1971M05,0,0,0,0,0,0,0,,,,,,,54.2,,13.6,6842.024
1971M06,0,0,0,0,0,0,0,,,,,,,53.8,,14.7,6701.046
1971M07,0,0,0,0,0,0,0,,,,,,,54.4,,13.8,6693.082
1971M08,0,0,0,0,0,0,0,,,,,,,53.6,,13.6,6817.903
1971M09,0,0,0,0,0,0,0,,,,,,,55.1,,13.3,6951.495
1971M10,0,0,0,0,0,0,0,,,,,,,55,,13.3,6899.980
1971M11,0,0,0,0,0,0,0,,,,,,,52.3,,13.1,6982.609
1971M12,0,0,0,0,0,0,0,,,,,,,57.6,,13.0,6906.529
1972M01,0,0,0,0,0,0,0,,,,,,,59.6,,12.5,6799.233
1972M02,0,0,0,0,0,0,0,,,,,,,60.6,,12.8,6830.251
1972M03,0,0,0,0,0,0,0,,,,,,,59.8,,11.8,6804.139
1972M04,0,0,0,0,0,0,0,,,,,,,59.3,,11.5,6806.857
1972M05,0,0,0,0,0,0,0,,,,,,,61.4,,11.7,6896.561
1972M06,0,0,0,0,0,0,0,,,,,,,58.6,,11.7,7053.500
1972M07,0,0,0,0,0,0,0,,,,,,,60.1,,11.7,7194.504
1972M08,0,0,0,0,0,0,0,,,,,,,61.7,,12.0,7344.597
1972M09,0,0,0,0,0,0,0,,,,,,,65.1,,12.2,7488.167
1972M10,0,0,0,0,0,0,0,,,,,,,67,,13.0,7617.547
1972M11,0,0,0,0,0,0,0,,,,,,,69.9,,13.6,7690.985
1972M12,0,0,0,0,0,0,0,,,,,,,70.5,,13.7,7754.117
1973M01,0,0,0,0,0,0,0,,,,,,,72.1,,12.4,7829.260
1973M02,0,0,0,0,0,0,0,,,,,,,69.6,,12.5,7898.194
1973M03,0,0,0,0,0,0,0,,,,,,,69.6,,12.7,8018.809
1973M04,0,0,0,0,0,0,0,,,,,,,67.7,,13.2,8078.415
1973M05,0,0,0,0,0,0,0,,,,,,,64.8,,13.2,8153.829
1973M06,0,0,0,0,0,0,0,,,,,,,65,,13.6,8190.552
1973M07,0,0,0,0,0,0,0,,,,,,,57.8,,13.2,8268.935
1973M08,0,0,0,0,0,0,0,,,,,,,62.7,,13.9,8313.338
1973M09,0,0,0,0,0,0,0,,,,,,,63.5,,13.1,8375.274
1973M10,0,0,0,0,0,0,0,,,,,,,66.2,,14.4,8465.630
1973M11,0,0,0,0,0,0,0,,,,,,,68.1,,14.4,8539.075
1973M12,0,0,0,0,0,0,0,,,,,,,63.6,,14.8,8685.694
1974M01,0,0,0,0,0,0,0,,,,99.04207,,,62.1,,14.3,8730.569
1974M02,0,0,0,0,0,0,0,,,,98.98896,,,58.6,,14.2,8845.280
1974M03,0,0,0,0,0,0,0,,,,99.11949,,,61.8,,13.4,8897.107
1974M04,0,0,0,0,0,0,0,,,,99.25858,,,59.9,,13.1,9015.661
1974M05,0,0,0,0,0,0,0,,,,99.23489,,,55.7,,12.8,9107.314
1974M06,0,0,0,0,0,0,0,,,,99.06351,,,54.7,,12.8,9176.827
1974M07,0,0,0,0,0,0,0,,,,98.82465,,,54.8,,12.8,9244.816
1974M08,0,0,0,0,0,0,0,,,,98.5909,,,52.9,,12.1,9263.033
1974M09,0,0,0,0,0,0,0,,,,98.38078,,,46.2,,12.9,9364.259
1974M10,0,0,0,0,0,0,0,,,,98.21665,,,42.7,,13.4,9398.243
1974M11,0,0,0,0,0,0,0,,,,98.14568,,,37.9,,13.8,9404.494
1974M12,0,0,0,0,0,0,0,,,,98.17189,,,30.9,,14.0,9318.876
1975M01,0,0,0,0,0,0,0,,,,98.32552,,,30.7,,13.2,9275.276
1975M02,0,0,0,0,0,0,0,,,,98.59344,,,34.4,,12.5,9347.597
1975M03,0,0,0,0,0,0,0,,,,98.90186,,,31.6,,12.7,9394.834
1975M04,0,0,0,0,0,0,0,,,,99.17805,,,37.5,,14.2,9427.581
1975M05,0,0,0,0,0,0,0,,,,99.35952,,,41.2,,17.3,9540.444
1975M06,0,0,0,0,0,0,0,,,,99.46787,,,45.1,,14.3,9643.893
1975M07,0,0,0,0,0,0,0,,,,99.54979,,,47.2,,12.6,9739.185
1975M08,0,0,0,0,0,0,0,,,,99.6029,,,51.4,,13.0,9840.753
1975M09,0,0,0,0,0,0,0,,,,99.66647,,,54.4,,13.0,9857.185
1975M10,0,0,0,0,0,0,0,,,,99.81253,,,55.5,,13.4,9914.565
1975M11,0,0,0,0,0,0,0,,,,100.0877,,,54.5,,12.7,9961.873
1975M12,0,0,0,0,0,0,0,,,,100.4389,,,54.9,,12.0,10097.362
1976M01,0,0,0,0,0,0,0,,,,100.7536,,,58.8,,11.7,10195.338
1976M02,0,0,0,0,0,0,0,,,,100.9136,,,61.5,,12.3,10333.495
1976M03,0,0,0,0,0,0,0,,,,100.9706,,,58.4,,12.2,10393.898
1976M04,0,0,0,0,0,0,0,,,,101.0065,,,60.6,,11.7,10512.962
1976M05,0,0,0,0,0,0,0,,,,101.0658,,,58.8,,12.3,10550.251
1976M06,0,0,0,0,0,0,0,,,,101.1079,99.4,96.5,58.2,,11.4,10581.723
1976M07,0,0,0,0,0,0,0,,,,101.0906,100.6,92.8,55.9,,11.7,10671.738
1976M08,0,0,0,0,0,0,0,,,,100.9993,100.5,96,54.5,,11.7,10744.203
1976M09,0,0,0,0,0,0,0,,,,100.8782,95.3,98.8,53.6,,11.4,10824.674
1976M10,0,0,0,0,0,0,0,,,,100.7881,97.9,91.9,53.5,,11.1,11005.217
1976M11,0,0,0,0,0,0,0,,,,100.7893,103.2,92.6,51.7,,11.4,11103.935
1976M12,0,0,0,0,0,0,0,,,,100.8551,113.1,104.6,56.6,,10.6,11219.238
1977M01,0,0,0,0,0,0,0,,,,100.939,109.4,105.4,54.8,,10.6,11291.665
1977M02,0,0,0,0,0,0,0,,,,100.9779,108.2,105.2,55,,9.3,11479.330
1977M03,0,0,0,0,0,0,0,,,,100.9517,107.1,101.2,58.4,,10.5,11622.911
1977M04,0,0,0,0,0,0,0,,,,100.8867,108.6,112,56.9,,10.5,11722.722
1977M05,0,0,0,0,0,0,0,,,,100.852,99.1,115,59.7,,10.3,11839.876
1977M06,0,0,0,0,0,0,0,,,,100.9076,101,122.2,56.8,,10.6,11949.492
1977M07,0,0,0,0,0,0,0,,,,101.0181,93.3,123.4,57.7,,10.5,12099.191
1977M08,0,0,0,0,0,0,0,,,,101.1222,97.4,123.9,54.9,,10.9,12294.737
1977M09,0,0,0,0,0,0,0,,,,101.2181,95.3,123.5,53.9,,11.1,12410.778
1977M10,0,0,0,0,0,0,0,,,,101.3153,97.7,124.9,55.4,,11.0,12514.408
1977M11,0,0,0,0,0,0,0,,,,101.3969,82.4,117.7,56.1,,11.2,12679.977
1977M12,0,0,0,0,0,0,0,,,,101.467,86.1,126.3,59.8,,11.4,12888.281
1978M01,0,0,0,0,0,0,0,83.7,75.7,96.2,101.5055,82.2,125.6,57.4,,11.9,12935.252
1978M02,0,0,0,0,0,0,0,84.3,77.2,95.4,101.4868,88.8,120.5,55.9,,11.1,13170.749
1978M03,0,0,0,0,0,0,0,78.8,69.5,93.2,101.4235,78,124,55,,11.0,13183.890
1978M04,0,0,0,0,0,0,0,81.6,71.1,98,101.422,77.9,119.7,57.7,,10.8,13262.250
1978M05,0,0,0,0,0,0,0,82.9,73,98.2,101.4491,78.5,122.2,60.2,,10.3,13219.251
1978M06,0,0,0,0,0,0,0,80,68.1,98.4,101.4537,73.3,121.7,60.5,,10.0,13301.394
1978M07,0,0,0,0,0,0,0,82.4,72,98.7,101.4666,63.1,108.9,62.2,,10.9,13248.142
1978M08,0,0,0,0,0,0,0,78.4,67,96.1,101.4479,60.7,107.4,60.3,,10.5,13284.881
1978M09,0,0,0,0,0,0,0,80.4,69.8,96.9,101.4336,66.9,119.2,60.5,,10.6,13394.910
1978M10,0,0,0,0,0,0,0,79.3,71.7,91.2,101.3066,74.1,119.5,60.1,,10.7,13477.356
1978M11,0,0,0,0,0,0,0,75,62.8,94.1,101.0436,73,115.9,61.3,,10.5,13531.741
1978M12,0,0,0,0,0,0,0,66.1,53.8,85.2,100.7732,74.8,114.4,59.4,,10.4,13549.421
1979M01,0,0,0,0,0,0,0,72.1,58.4,93.3,100.6833,71.4,107.6,58.5,,11.1,13619.434
1979M02,0,0,0,0,0,0,0,73.9,62.2,92.2,100.6628,74.1,102,58.2,,11.1,13741.107
1979M03,0,0,0,0,0,0,0,68.4,53.7,91.2,100.5912,70.5,96.3,57.7,,11.2,13970.157
1979M04,0,0,0,0,0,0,0,66,53.3,85.9,100.5006,50,76.3,56.2,,11.0,14131.379
1979M05,0,0,0,0,0,0,0,68.1,54.9,88.7,100.3905,50,50.2,54.4,,10.3,14212.340
1979M06,0,0,0,0,0,0,0,65.8,51.4,88.2,100.1943,62.3,46.9,52.7,,9.9,14323.017
1979M07,0,0,0,0,0,0,0,60.4,44.2,85.7,99.9903,75.4,50.4,51.3,,10.6,14457.832
1979M08,0,0,0,0,0,0,0,64.5,49.3,88.2,99.88538,85,49.5,49.5,,9.7,14605.595
1979M09,0,0,0,0,0,0,0,66.7,53.6,87.1,99.7798,93.8,59.9,49.6,,9.4,14767.846
1979M10,0,0,0,0,0,0,0,62.1,49.5,81.6,99.60426,99.6,61.1,49,,9.7,14839.707
1979M11,0,0,0,0,0,0,0,63.3,52,80.9,99.44087,102.9,63.6,48,,9.7,14956.291
1979M12,0,0,0,0,0,0,0,61,51.5,75.8,99.28284,91.1,59.8,44.8,,10.1,15041.232
1980M01,0,0,0,0,0,0,0,67,54.1,87.1,99.13677,85.9,57.1,46.2,,9.9,15244.088
1980M02,0,0,0,0,0,0,0,66.9,54.9,85.5,98.90758,78.4,55,50.2,,10.1,15281.525
1980M03,0,0,0,0,0,0,0,56.5,44.3,75.3,98.58131,88.1,62.3,43.6,,10.2,15304.517
1980M04,0,0,0,0,0,0,0,52.7,44.4,65.8,98.3634,93.1,64.4,37.4,,11.3,15433.643
1980M05,0,0,0,0,0,0,0,51.7,45.3,61.7,98.3401,96.3,72.8,29.4,,11.4,15478.956
1980M06,0,0,0,0,0,0,0,58.7,53,67.4,98.49589,94,66.6,30.3,,11.2,15577.779
1980M07,0,0,0,0,0,0,0,62.3,53.4,76.1,98.74045,94.1,67.7,35,,11.3,15671.605
1980M08,0,0,0,0,0,0,0,67.3,59.6,79.4,99.04061,96.5,69.6,45.5,,11.3,15767.146
1980M09,0,0,0,0,0,0,0,73.7,67.9,82.7,99.27702,86.6,64.2,50.1,,11.7,15702.906
1980M10,0,0,0,0,0,0,0,75,69.6,83.4,99.34093,84.7,62,55.5,,11.3,15792.773
1980M11,0,0,0,0,0,0,0,76.7,76.9,76.4,99.20462,77,51.8,58.2,,11.6,15709.562
1980M12,0,0,0,0,0,0,0,64.5,60.4,70.9,98.95484,82.8,42.3,53,,11.4,15366.607
1981M01,0,0,0,0,0,0,0,71.4,67.9,76.7,98.81942,82.5,38.6,49.2,,10.9,15187.475
1981M02,0,0,0,0,0,0,0,66.9,62.1,74.4,98.68133,78.2,38.5,48.8,,10.8,15161.772
1981M03,0,0,0,0,0,0,0,66.5,62.1,73.5,98.63217,72.4,33.2,49.6,,10.8,15216.647
1981M04,0,0,0,0,0,0,0,72.4,68.8,78.1,98.71967,77.6,26.2,51.6,,10.9,15379.155
1981M05,0,0,0,0,0,0,0,76.3,73.6,80.4,98.82475,83.2,28.6,53.5,,11.0,15456.059
1981M06,0,0,0,0,0,0,0,73.1,71.2,76.1,98.81002,80.1,21.7,50.7,,10.8,15605.628
1981M07,0,0,0,0,0,0,0,74.1,67.1,84.9,98.76527,89.2,24.1,46.7,,12.3,15726.282
1981M08,0,0,0,0,0,0,0,77.2,70.8,87.1,98.70446,80.2,21.9,48.3,,12.0,15807.995
1981M09,0,0,0,0,0,0,0,73.1,69,79.5,98.59273,86.1,16.2,42.5,,12.4,15769.911
1981M10,0,0,0,0,0,0,0,70.3,62.2,82.8,98.44037,78.6,17.8,40,,13.0,15876.839
1981M11,0,0,0,0,0,0,0,62.5,56.3,72.1,98.33657,84.7,16.6,36.1,,13.2,15870.684
1981M12,0,0,0,0,0,0,0,64.3,56.8,75.9,98.40742,88.6,15.8,37.8,,12.5,16048.702
1982M01,0,0,0,0,0,0,0,71,62.9,83.5,98.58393,87.7,16,38.2,,12.7,16179.968
1982M02,0,0,0,0,0,0,0,66.5,58.7,78.6,98.64608,101.1,17.5,38.3,,12.1,16253.726
1982M03,0,0,0,0,0,0,0,62,53.1,75.9,98.68893,116.5,23.7,36.8,,12.2,16282.151
1982M04,0,0,0,0,0,0,0,65.5,61.1,72.3,98.79148,119.7,28.3,37.8,,12.9,16300.035
1982M05,0,0,0,0,0,0,0,67.5,62,76.1,98.83595,124.3,33,35.5,,12.3,16441.485
1982M06,0,0,0,0,0,0,0,65.7,60.1,74.3,98.76591,121,37.4,38.3,,12.3,16464.402
1982M07,0,0,0,0,0,0,0,65.4,57.6,77.5,98.63333,119.2,43.7,38.4,,12.5,16594.743
1982M08,0,0,0,0,0,0,0,65.4,60.9,72.5,98.56644,119.3,49.2,38.3,,12.6,16712.760
1982M09,0,0,0,0,0,0,0,69.3,66.9,72.9,98.58859,117.3,51.7,38.8,,11.8,16654.247
1982M10,0,0,0,0,0,0,0,73.4,70.4,78.1,98.66029,117.6,53.9,39.4,,11.3,16868.109
1982M11,0,0,0,0,0,0,0,72.1,71,73.8,98.71888,119.5,62.4,39.2,,10.9,17064.616
1982M12,0,0,0,0,0,0,0,71.9,67.9,78.1,98.80299,123.2,74.2,42.8,,10.9,17141.235
1983M01,0,0,0,0,0,0,0,70.4,65.2,78.4,99.0044,122.4,76,46,,11.1,17280.647
1983M02,0,0,0,0,0,0,0,74.6,71.2,79.9,99.36777,114.7,80.5,54.4,,11.1,17380.875
1983M03,0,0,0,0,0,0,0,80.8,80.9,80.5,99.82929,113.1,83,53.9,,10.6,17437.080
1983M04,0,0,0,0,0,0,0,89.1,86.9,92.7,100.2069,119.1,86.5,54.2,,10.3,17462.579
1983M05,0,0,0,0,0,0,0,93.3,93.4,93.1,100.405,114.7,89.9,56.1,,9.9,17565.465
1983M06,0,0,0,0,0,0,0,92.2,89.2,96.9,100.4597,110.6,98.5,57.5,,9.1,17618.581
1983M07,0,0,0,0,0,0,0,92.8,90.5,96.5,100.458,104.2,94.6,63.6,,9.6,17724.489
1983M08,0,0,0,0,0,0,0,90.9,88.2,95.1,100.4271,105.1,100.1,63.1,,9.2,17812.560
1983M09,0,0,0,0,0,0,0,89.9,85.8,96.4,100.3988,101.4,97.9,62.5,,9.6,17889.094
1983M10,0,0,0,0,0,0,0,89.3,86.1,94.3,100.4391,102,94.7,64.4,,9.7,17979.218
1983M11,0,0,0,0,0,0,0,91.1,87.9,96.1,100.5985,107.4,102.6,66,,10.3,18127.994
1983M12,0,0,0,0,0,0,0,94.2,91,99.3,100.8216,98.7,94.5,69.9,,10.1,18310.300
1984M01,0,0,0,0,0,0,0,100.1,97,104.9,101.0013,102.5,101.2,60.5,,10.0,18437.127
1984M02,0,0,0,0,0,0,0,97.4,93.2,103.9,101.0291,103.9,102,61.3,,11.7,18565.697
1984M03,0,0,0,0,0,0,0,101,97.7,106,100.9723,95.9,96.5,58.9,,11.5,18699.748
1984M04,0,0,0,0,0,0,0,96.1,91.4,103.5,100.8474,105.1,103.5,61,,11.5,18733.741
1984M05,0,0,0,0,0,0,0,98.1,90.6,109.8,100.7536,99.6,99.6,58.6,,11.1,18835.411
1984M06,0,0,0,0,0,0,0,95.5,89.8,104.4,100.7072,102.7,102.5,58.1,,11.1,18962.175
1984M07,0,0,0,0,0,0,0,96.6,91.9,103.9,100.7652,102.5,104.2,56.1,,11.6,19130.932
1984M08,0,0,0,0,0,0,0,99.1,93.7,107.5,100.8684,102.1,99,53,,11.8,19215.691
1984M09,0,0,0,0,0,0,0,100.9,96.4,107.8,100.9357,96.3,95.6,50,,11.8,18989.877
1984M10,0,0,0,0,0,0,0,96.3,91.6,103.6,100.9105,94.5,98.5,50.8,,11.7,17378.712
1984M11,0,0,0,0,0,0,0,95.7,91.5,102.4,100.8959,96.8,100.1,50.3,,10.9,18743.720
1984M12,0,0,0,0,0,0,0,92.9,87.9,100.6,100.9181,98.2,98.1,50.6,,11.2,18924.262
1985M01,0,0,0,0,0,0,0,96,90.3,104.9,100.9803,96.3,97.8,50.3,,10.3,19216.224
1985M02,0,0,0,0,0,0,0,93.7,86.5,105.1,100.9596,94.4,98.4,49.9,,9.1,19544.248
1985M03,0,0,0,0,0,0,0,93.7,87.3,103.7,100.9168,95.5,94.5,47.8,,8.7,19672.594
1985M04,0,0,0,0,0,0,0,94.6,87,106.6,100.8879,99,101.6,48.2,,9.9,20006.181
1985M05,0,0,0,0,0,0,0,91.8,84.2,103.7,100.8615,99.4,101.3,47.1,,11.1,19924.088
1985M06,0,0,0,0,0,0,0,96.5,91.1,104.9,100.8732,99.7,100.4,47.8,,9.6,19895.271
1985M07,0,0,0,0,0,0,0,94,87.4,104.3,100.8647,96.4,99.3,47.9,,9.1,20021.721
1985M08,0,0,0,0,0,0,0,92.4,86.3,101.8,100.8613,92,91.4,47.7,,8.2,
1985M09,0,0,0,0,0,0,0,92.1,84.2,104.3,100.8975,89.4,90.3,49.9,,7.3,
1985M10,0,0,0,0,0,0,0,88.4,80.8,100.3,100.974,86.1,85.4,50.9,,9.1,
1985M11,0,0,0,0,0,0,0,90.9,84.5,100.7,101.0814,92,86.2,52,,9.0,
1985M12,0,0,0,0,0,0,0,93.9,88.1,103.1,101.2155,92.2,94.7,50.7,,8.6,
1986M01,0,0,0,0,0,0,0,95.6,85.3,111.8,101.3391,85.6,85,51.2,,8.6,
1986M02,0,0,0,0,0,0,0,95.9,87.8,108.4,101.3976,91.8,91.9,51,,9.3,
1986M03,0,0,0,0,0,0,0,95.1,86.9,107.9,101.4098,96.8,94.2,51,,9.9,
1986M04,0,0,0,0,0,0,0,96.2,88.5,108.1,101.4025,100.5,92.8,49.7,,9.7,
1986M05,0,0,0,0,0,0,0,94.8,87.5,106.2,101.3888,105.6,99.1,53.4,,9.3,
1986M06,0,0,0,0,0,0,0,99.3,90.3,113.3,101.3936,98.2,107.9,50.5,,9.4,
1986M07,0,0,0,0,0,0,0,97.7,88.5,112.1,101.3543,105.6,106.2,48,,9.3,
1986M08,0,0,0,0,0,0,0,94.9,85.9,108.9,101.2922,107.5,115.6,52.6,,9.0,
1986M09,0,0,0,0,0,0,0,91.9,81.3,108.3,101.2422,112.5,120.5,52.4,,7.2,
1986M10,0,0,0,0,0,0,0,95.6,87.1,108.9,101.2249,108.9,124.4,51.2,,8.4,
1986M11,0,0,0,0,0,0,0,91.4,81.6,106.7,101.1472,90.9,115.6,51.2,,8.8,
1986M12,0,0,0,0,0,0,0,89.1,78.3,105.8,101.0686,99.6,119.8,50.5,,7.0,
1987M01,0,0,0,0,0,0,0,90.4,80.9,105.1,101.0536,102.2,121.5,54.9,,9.7,
1987M02,0,0,0,0,0,0,0,90.2,81.6,103.7,101.0872,105.5,129.1,52.6,,8.5,
1987M03,0,0,0,0,0,0,0,90.8,83.3,102.5,101.1447,104.9,124.5,55,,8.5,
1987M04,0,0,0,0,0,0,0,92.8,84.7,105.5,101.2076,112.8,120.2,55.5,,4.5,
1987M05,0,0,0,0,0,0,0,91.1,80.6,107.4,101.2424,114.4,129,57.2,,8.2,
1987M06,0,0,0,0,0,0,0,91.5,80.8,108.1,101.2966,108.6,126.3,57.4,,7.7,
1987M07,0,0,0,0,0,0,0,93.7,83.3,109.9,101.3684,103.7,128.2,57.5,,7.5,
1987M08,0,0,0,0,0,0,0,94.4,85.8,107.8,101.4049,109.4,135.1,59.3,,7.2,
1987M09,0,0,0,0,0,0,0,93.6,84.2,108.3,101.37,100.1,126.7,60,,7.6,
1987M10,0,0,0,0,0,0,0,89.3,80.4,103.1,101.2439,109.3,128.3,60.7,,8.3,
1987M11,0,0,0,0,0,0,0,83.1,72.7,99.3,101.1228,102,129.1,58.8,,8.5,
1987M12,0,0,0,0,0,0,0,86.8,76.7,102.7,101.1677,105.6,140.1,61,,8.7,
1988M01,0,0,0,0,0,0,0,90.8,80.9,106.2,101.3044,104.1,133.4,57.5,,8.1,
1988M02,0,0,0,0,0,0,0,91.6,81.9,106.6,101.4295,108.3,139.2,56.2,,8.6,
1988M03,0,0,0,0,0,0,0,94.6,85.2,109.1,101.5172,104.9,136.2,54.6,,8.2,
1988M04,0,0,0,0,0,0,0,91.2,82.4,104.8,101.5505,101.8,138.9,55.8,,8.8,
1988M05,0,0,0,0,0,0,0,94.8,87.3,106.5,101.5879,103,137.2,55.5,,8.4,
1988M06,0,0,0,0,0,0,0,94.7,85.7,108.6,101.62,105.1,135.5,59.3,,8.4,
1988M07,0,0,0,0,0,0,0,93.4,82.3,110.7,101.671,106.6,141.1,58.2,,8.6,
1988M08,0,0,0,0,0,0,0,97.4,88.8,110.8,101.7642,103.7,133,56,,8.4,
1988M09,0,0,0,0,0,0,0,97.3,89.5,109.4,101.8137,106.1,131.7,54.5,,8.9,
1988M10,0,0,0,0,0,0,0,94.1,87,105,101.7982,106.4,133,55.4,,8.6,
1988M11,0,0,0,0,0,0,0,93,86.3,103.3,101.7584,103.7,132.3,55.6,,8.4,
1988M12,0,0,0,0,0,0,0,91.9,85.5,102,101.7151,104.4,125.9,56,,8.3,
1989M01,0,0,0,0,0,0,0,97.9,89.9,110.3,101.6885,97,120.7,54.7,,8.5,
1989M02,0,0,0,0,0,0,0,95.4,88.8,105.7,101.5704,93.7,126.3,54.1,,9.0,
1989M03,0,0,0,0,0,0,0,94.3,87.6,104.8,101.3917,101.9,123.7,51.5,,9.5,
1989M04,0,0,0,0,0,0,0,91.5,83.2,104.4,101.2244,99.2,119.4,52.2,,8.4,
1989M05,0,0,0,0,0,0,0,90.7,80.1,107.1,101.1373,100.3,117.8,49.3,,8.1,
1989M06,0,0,0,0,0,0,0,90.6,82,104.1,101.1434,96.6,111.1,47.3,,8.2,
1989M07,0,0,0,0,0,0,0,92,85.5,102.1,101.2229,91.8,116.6,45.9,,8.2,
1989M08,0,0,0,0,0,0,0,89.6,80.3,103.9,101.325,74.2,100.4,45.1,,7.6,
1989M09,0,0,0,0,0,0,0,95.8,88.6,107.1,101.4413,77.7,97.5,46,,8.1,
1989M10,0,0,0,0,0,0,0,93.9,87.2,104.4,101.4411,55.6,73.2,46.8,,8.5,
1989M11,0,0,0,0,0,0,0,90.9,84.3,101.2,101.3904,56.1,70.3,46.8,,8.6,
1989M12,0,0,0,0,0,0,0,90.5,85.5,98.2,101.3628,59.8,63.3,47.4,,7.8,
1990M01,0,0,0,0,0,0,0,93,83.4,108,101.34,55.3,54.7,47.2,,8.0,
1990M02,0,0,0,0,0,0,0,89.5,81.3,102.3,101.2696,63.6,53.1,49.1,,8.6,
1990M03,0,0,0,0,0,0,0,91.3,81.3,106.9,101.2074,100.7,51.7,49.9,,8.3,
1990M04,0,0,0,0,0,0,0,93.9,83.9,109.4,101.1713,99.7,48.9,50,,8.8,
1990M05,0,0,0,0,0,0,0,90.6,79.3,108.1,101.083,95.5,47.8,49.5,,8.7,
