Month,cpiyoy,cpiyoy1,cpiyoy2,govt_string,vaxfull,dvaxfull,dcovid,total_covid,new_cases,new_cases pm,new_deaths,new_deathspm,cci,cci1,cci2,cci3,cci4,cci5,cci6,cci7,cci8,cci_exp,cci_cur,ism_man,ism_non,ism_man_backlog,ism_non_backlog,ism_man_prices,ism_non_prices,ism_man_non_neworders,ism_non_neworders,ism_man_prod,ism_man_employ,ism_non_employ,ism_man_inv,dbear,debtceiling2011,dgulfwar1,dgulfwar2,dshut,dstock87,vaxdec2020,dcovxcci,dcovxcci6 ,dcovxcci7,dcovxism_man,dcovxism_non
1995M03,2.8,2.9,2.9,0,0,0,0,0,0,0,0,0,100.2,99.4,101.4,103.4,100.4,89.1,89.5,90.4,91.3,90.1,115.3,52.1,NA,51,NA,78.9,NA,51.9,NA,54.8,48.1,NA,47,0,0,0,0,0,0,0,0,0,0,0,NA
1995M04,3.1,2.8,2.9,0,0,0,0,0,0,0,0,0,104.6,100.2,99.4,101.4,103.4,100.4,89.1,89.5,90.4,97,116.2,51.5,NA,47.5,NA,74.5,NA,52.2,NA,54.1,47.4,NA,44.2,0,0,0,0,0,0,0,0,0,0,0,NA
1995M05,3.1,3.1,2.8,0,0,0,0,0,0,0,0,0,102,104.6,100.2,99.4,101.4,103.4,100.4,89.1,89.5,93.1,115.4,46.7,NA,42,NA,70.5,NA,44,NA,49.9,43.7,NA,43.3,0,0,0,0,0,0,0,0,0,0,0,NA
1995M06,3,3.1,3.1,0,0,0,0,0,0,0,0,0,94.6,102,104.6,100.2,99.4,101.4,103.4,100.4,89.1,84.5,109.7,45.9,NA,36,NA,64.7,NA,43.5,NA,46.1,46.5,NA,43,0,0,0,0,0,0,0,0,0,0,0,NA
1995M07,2.8,3,3.1,0,0,0,0,0,0,0,0,0,101.4,94.6,102,104.6,100.2,99.4,101.4,103.4,100.4,89.1,119.9,50.7,NA,41.5,NA,58.6,NA,52.7,NA,51.6,48.1,NA,46.5,0,0,0,0,0,0,0,0,0,0,0,NA
1995M08,2.6,2.8,3,0,0,0,0,0,0,0,0,0,102.4,101.4,94.6,102,104.6,100.2,99.4,101.4,103.4,94.7,113.9,47.1,NA,40.5,NA,48.5,NA,46.5,NA,49.1,45,NA,45.5,0,0,0,0,0,0,0,0,0,0,0,NA
1995M09,2.5,2.6,2.8,0,0,0,0,0,0,0,0,0,97.3,102.4,101.4,94.6,102,104.6,100.2,99.4,101.4,88.8,110,48.1,NA,43.5,NA,48.8,NA,49.4,NA,50.5,45.5,NA,40.3,0,0,0,0,0,0,0,0,0,0,0,NA
1995M10,2.7,2.5,2.6,0,0,0,0,0,0,0,0,0,96.3,97.3,102.4,101.4,94.6,102,104.6,100.2,99.4,89.9,105.9,46.7,NA,40.5,NA,46.5,NA,47.5,NA,47,45.9,NA,42.2,0,0,0,0,0,0,0,0,0,0,0,NA
1995M11,2.6,2.7,2.5,0,0,0,0,0,0,0,0,0,101.6,96.3,97.3,102.4,101.4,94.6,102,104.6,100.2,92.5,115.3,45.9,NA,41.5,NA,44.5,NA,48.6,NA,45,44.5,NA,43.3,0,0,0,0,0,0,0,0,0,0,0,NA
1995M12,2.5,2.6,2.7,0,0,0,0,0,0,0,0,0,99.2,101.6,96.3,97.3,102.4,101.4,94.6,102,104.6,92.3,109.5,46.2,NA,42,NA,40.3,NA,45.9,NA,46.9,46.2,NA,43.1,0,0,0,0,0,0,0,0,0,0,0,NA
1996M01,2.8,2.5,2.6,0,0,0,0,0,0,0,0,0,88.4,99.2,101.6,96.3,97.3,102.4,101.4,94.6,102,79.9,101.1,45.5,NA,41.5,NA,40.3,NA,44.1,NA,45.6,45.3,NA,46.6,0,0,0,0,0,0,0,0,0,0,0,NA
1996M02,2.7,2.8,2.5,0,0,0,0,0,0,0,0,0,98,88.4,99.2,101.6,96.3,97.3,102.4,101.4,94.6,89.5,110.8,45.9,NA,43.5,NA,38.8,NA,46.1,NA,45.7,44.6,NA,43.3,0,0,0,0,0,0,0,0,0,0,0,NA
1996M03,2.8,2.7,2.8,0,0,0,0,0,0,0,0,0,98.4,98,88.4,99.2,101.6,96.3,97.3,102.4,101.4,90.7,110,46.9,NA,40,NA,39.9,NA,49.1,NA,47.3,44.4,NA,40,0,0,0,0,0,0,0,0,0,0,0,NA
1996M04,2.8,2.8,2.7,0,0,0,0,0,0,0,0,0,104.8,98.4,98,88.4,99.2,101.6,96.3,97.3,102.4,95.9,118.2,49.3,NA,44,NA,41.5,NA,52.3,NA,51.6,44.7,NA,43.9,0,0,0,0,0,0,0,0,0,0,0,NA
1996M05,2.8,2.8,2.8,0,0,0,0,0,0,0,0,0,103.5,104.8,98.4,98,88.4,99.2,101.6,96.3,97.3,92.4,120.2,49.1,NA,48.5,NA,50.2,NA,51.7,NA,53,44.7,NA,39.2,0,0,0,0,0,0,0,0,0,0,0,NA
1996M06,2.8,2.8,2.8,0,0,0,0,0,0,0,0,0,100.1,103.5,104.8,98.4,98,88.4,99.2,101.6,96.3,90.3,114.7,53.6,NA,51,NA,47.9,NA,59.4,NA,55.5,48.2,NA,43.1,0,0,0,0,0,0,0,0,0,0,0,NA
1996M07,2.9,2.8,2.8,0,0,0,0,0,0,0,0,0,107,100.1,103.5,104.8,98.4,98,88.4,99.2,101.6,95,125,49.7,NA,47.5,NA,44.1,NA,51.9,NA,52.4,46.7,NA,40.8,0,0,0,0,0,0,0,0,0,0,0,NA
1996M08,2.8,2.9,2.8,0,0,0,0,0,0,0,0,0,112,107,100.1,103.5,104.8,98.4,98,88.4,99.2,100.3,129.5,51.6,NA,47,NA,46.6,NA,54.6,NA,55.1,47.4,NA,42.2,0,0,0,0,0,0,0,0,0,0,0,NA
1996M09,3,2.8,2.9,0,0,0,0,0,0,0,0,0,111.8,112,107,100.1,103.5,104.8,98.4,98,88.4,100.7,128.5,51.1,NA,49.5,NA,50.1,NA,54.6,NA,53.5,47.2,NA,43.7,0,0,0,0,0,0,0,0,0,0,0,NA
1996M10,3.1,3,2.8,0,0,0,0,0,0,0,0,0,107.3,111.8,112,107,100.1,103.5,104.8,98.4,98,95.7,124.6,50.5,NA,44.5,NA,45.7,NA,52.9,NA,55.4,46,NA,39.6,0,0,0,0,0,0,0,0,0,0,0,NA
1996M11,3.3,3.1,3,0,0,0,0,0,0,0,0,0,109.5,107.3,111.8,112,107,100.1,103.5,104.8,98.4,93.5,133.4,53,NA,49,NA,46.3,NA,56.9,NA,58.1,47.6,NA,42.3,0,0,0,0,0,0,0,0,0,0,0,NA
1996M12,3.4,3.3,3.1,0,0,0,0,0,0,0,0,0,114.2,109.5,107.3,111.8,112,107,100.1,103.5,104.8,99.9,135.7,55.2,NA,51,NA,52,NA,61.7,NA,58.9,48.6,NA,44.4,0,0,0,0,0,0,0,0,0,0,0,NA
1997M01,3,3.4,3.3,0,0,0,0,0,0,0,0,0,118.7,114.2,109.5,107.3,111.8,112,107,100.1,103.5,103.8,141.2,53.8,NA,45.5,NA,53.3,NA,57,NA,59.8,49.8,NA,43.2,0,0,0,0,0,0,0,0,0,0,0,NA
1997M02,3,3,3.4,0,0,0,0,0,0,0,0,0,118.9,118.7,114.2,109.5,107.3,111.8,112,107,100.1,101.9,144.3,53.1,NA,48.5,NA,56.4,NA,57.6,NA,58.9,45.9,NA,41.3,0,0,0,0,0,0,0,0,0,0,0,NA
1997M03,2.8,3,3,0,0,0,0,0,0,0,0,0,118.5,118.9,118.7,114.2,109.5,107.3,111.8,112,107,101.1,144.8,53.8,NA,51.5,NA,51.1,NA,58.6,NA,55,50.8,NA,43.5,0,0,0,0,0,0,0,0,0,0,0,NA
1997M04,2.4,2.8,3,0,0,0,0,0,0,0,0,0,118.5,118.5,118.9,118.7,114.2,109.5,107.3,111.8,112,103.2,141.6,53.7,NA,54,NA,50.3,NA,56.6,NA,56.8,51.8,NA,41.4,0,0,0,0,0,0,0,0,0,0,0,NA
1997M05,2.2,2.4,2.8,0,0,0,0,0,0,0,0,0,127.9,118.5,118.5,118.9,118.7,114.2,109.5,107.3,111.8,111.4,152.6,56.1,NA,58,NA,48.5,NA,62.3,NA,56.7,50.7,NA,48.1,0,0,0,0,0,0,0,0,0,0,0,NA
1997M06,2.2,2.2,2.4,0,0,0,0,0,0,0,0,0,129.9,127.9,118.5,118.5,118.9,118.7,114.2,109.5,107.3,111.7,157.1,54.9,NA,53.5,NA,48.9,NA,59.4,NA,56.5,51.3,NA,45.2,0,0,0,0,0,0,0,0,0,0,0,NA
1997M07,2.2,2.2,2.2,0,0,0,0,0,0,0,0,0,126.3,129.9,127.9,118.5,118.5,118.9,118.7,114.2,109.5,107.6,154.5,57.7,56.7,56.5,51,52,50.9,61.3,58.8,64.5,51.7,53.8,45.9,0,0,0,0,0,0,0,0,0,0,0,0
1997M08,2.3,2.2,2.2,0,0,0,0,0,0,0,0,0,127.6,126.3,129.9,127.9,118.5,118.5,118.9,118.7,114.2,108.7,156.1,56.3,62,60,49,52.1,53.3,60.3,60.2,61.5,51.3,53.8,43,0,0,0,0,0,0,0,0,0,0,0,0
1997M09,2.2,2.3,2.2,0,0,0,0,0,0,0,0,0,130.2,127.6,126.3,129.9,127.9,118.5,118.5,118.9,118.7,111.9,157.6,53.9,56.2,50,56.5,53,53.1,55.4,59.3,56.6,51.2,53.2,47.2,0,0,0,0,0,0,0,0,0,0,0,0
1997M10,2.1,2.2,2.3,0,0,0,0,0,0,0,0,0,123.4,130.2,127.6,126.3,129.9,127.9,118.5,118.5,118.9,107.3,147.5,56.4,56.6,56.5,49.5,53.6,53.1,60.9,60.8,59.4,52.8,51,45,0,0,0,0,0,0,0,0,0,0,0,0
1997M11,1.9,2.1,2.2,0,0,0,0,0,0,0,0,0,128.1,123.4,130.2,127.6,126.3,129.9,127.9,118.5,118.5,108.9,156.8,55.7,58.5,50,52,52.1,54.3,57.4,59.9,60.1,53.7,56.7,43.8,0,0,0,0,0,0,0,0,0,0,0,0
1997M12,1.7,1.9,2.1,0,0,0,0,0,0,0,0,0,136.2,128.1,123.4,130.2,127.6,126.3,129.9,127.9,118.5,118.3,163.1,54.5,55.5,52,56,52.2,54.9,57.2,58.8,56.7,52.1,55,46.2,0,0,0,0,0,0,0,0,0,0,0,0
1998M01,1.6,1.7,1.9,0,0,0,0,0,0,0,0,0,128.3,136.2,128.1,123.4,130.2,127.6,126.3,129.9,127.9,107.7,159.3,53.8,57,47,49,47,52.7,57.1,57.4,55.6,51.1,55,46.2,0,0,0,0,0,0,0,0,0,0,0,0
1998M02,1.4,1.6,1.7,0,0,0,0,0,0,0,0,0,137.4,128.3,136.2,128.1,123.4,130.2,127.6,126.3,129.9,114.5,171.8,52.9,56.2,48,49,45.5,51.6,54.6,59.1,54.6,51.7,54.8,46.2,0,0,0,0,0,0,0,0,0,0,0,0
1998M03,1.4,1.4,1.6,0,0,0,0,0,0,0,0,0,133.8,137.4,128.3,136.2,128.1,123.4,130.2,127.6,126.3,107.9,172.7,52.9,54.7,51.5,51.5,44.2,47.9,54.9,55.1,54.5,51.4,54.1,46,0,0,0,0,0,0,0,0,0,0,0,0
1998M04,1.4,1.4,1.4,0,0,0,0,0,0,0,0,0,137.2,133.8,137.4,128.3,136.2,128.1,123.4,130.2,127.6,115.8,169.3,52.2,54.9,52.5,51.5,40.5,46.8,55.3,57.5,53.3,49,51.6,46.1,0,0,0,0,0,0,0,0,0,0,0,0
1998M05,1.7,1.4,1.4,0,0,0,0,0,0,0,0,0,136.3,137.2,133.8,137.4,128.3,136.2,128.1,123.4,130.2,113.3,170.9,50.9,56.2,48.5,51,41.1,47.2,51.5,60.2,53.2,49.3,52.8,46,0,0,0,0,0,0,0,0,0,0,0,0
1998M06,1.6,1.7,1.4,0,0,0,0,0,0,0,0,0,138.2,136.3,137.2,133.8,137.4,128.3,136.2,128.1,123.4,116.2,171.3,48.9,55.1,48.5,53,39.3,45.5,50.2,55.8,50.6,47,52.5,42,0,0,0,0,0,0,0,0,0,0,0,0
1998M07,1.7,1.6,1.7,0,0,0,0,0,0,0,0,0,137.2,138.2,136.3,137.2,133.8,137.4,128.3,136.2,128.1,113.4,172.9,49.2,55.8,44.5,50,38.4,47,51.8,58.2,50.8,45.1,51.9,44.1,0,0,0,0,0,0,0,0,0,0,0,0
1998M08,1.6,1.7,1.6,0,0,0,0,0,0,0,0,0,133.1,137.2,138.2,136.3,137.2,133.8,137.4,128.3,136.2,106.8,172.6,49.3,53.5,48.5,52,37.8,47.9,50.9,55.3,50.7,46.7,52.3,44.8,0,0,0,0,0,0,0,0,0,0,0,0
1998M09,1.4,1.6,1.7,0,0,0,0,0,0,0,0,0,126.4,133.1,137.2,138.2,136.3,137.2,133.8,137.4,128.3,96.8,170.7,48.7,55,46,56.5,34,46.2,49.4,55.9,51.2,45.7,53.7,43.2,0,0,0,0,0,0,0,0,0,0,0,0
1998M10,1.5,1.4,1.6,0,0,0,0,0,0,0,0,0,119.3,126.4,133.1,137.2,138.2,136.3,137.2,133.8,137.4,88.7,165.2,48.7,53.8,45.5,54,34.7,49.3,48,54.7,52.4,45.2,53.1,47.1,0,0,0,0,0,0,0,0,0,0,0,0
1998M11,1.5,1.5,1.4,0,0,0,0,0,0,0,0,0,126.4,119.3,126.4,133.1,137.2,138.2,136.3,137.2,133.8,99.5,166.7,48.2,52.6,40.5,49,34.5,47.3,48.3,52.7,50.4,45.3,52.6,44.5,0,0,0,0,0,0,0,0,0,0,0,0
1998M12,1.6,1.5,1.5,0,0,0,0,0,0,0,0,0,126.7,126.4,119.3,126.4,133.1,137.2,138.2,136.3,137.2,98.7,168.6,46.8,52.9,37,46.5,31.9,48.5,49.7,53.5,47.7,41.9,50.9,42.7,0,0,0,0,0,0,0,0,0,0,0,0
1999M01,1.7,1.6,1.5,0,0,0,0,0,0,0,0,0,128.9,126.7,126.4,119.3,126.4,133.1,137.2,138.2,136.3,99.6,172.9,50.6,55.6,38,47,33.7,47,52.4,57.5,55.6,45.5,51.4,42.7,0,0,0,0,0,0,0,0,0,0,0,0
1999M02,1.7,1.7,1.6,0,0,0,0,0,0,0,0,0,133.1,128.9,126.7,126.4,119.3,126.4,133.1,137.2,138.2,103.4,177.7,51.7,54.4,48.5,49,35.2,45.5,55,56.6,56,45.8,52.2,43.5,0,0,0,0,0,0,0,0,0,0,0,0
1999M03,1.7,1.7,1.7,0,0,0,0,0,0,0,0,0,134,133.1,128.9,126.7,126.4,119.3,126.4,133.1,137.2,105.5,176.6,52.4,55.3,52,51.5,42.5,48.9,55.9,58.1,55.7,47.6,51.1,43.7,0,0,0,0,0,0,0,0,0,0,0,0
1999M04,2.3,1.7,1.7,0,0,0,0,0,0,0,0,0,135.5,134,133.1,128.9,126.7,126.4,119.3,126.4,133.1,108.8,175.5,52.3,55.5,53,55.5,47.4,51.4,54,58.6,57.2,48.8,52,46.8,0,0,0,0,0,0,0,0,0,0,0,0
1999M05,2.1,2.3,1.7,0,0,0,0,0,0,0,0,0,137.7,135.5,134,133.1,128.9,126.7,126.4,119.3,126.4,111.3,177.2,54.3,55.3,55.5,51,51.2,52.9,57.8,56.4,58.5,51.1,52.9,43.6,0,0,0,0,0,0,0,0,0,0,0,0
1999M06,2,2.1,2.3,0,0,0,0,0,0,0,0,0,139,137.7,135.5,134,133.1,128.9,126.7,126.4,119.3,114.9,175,55.8,56.7,54.5,50.5,54.2,53.2,59.4,59.7,61.6,51.3,55.3,44.7,0,0,0,0,0,0,0,0,0,0,0,0
1999M07,2.1,2,2.1,0,0,0,0,0,0,0,0,0,136.2,139,137.7,135.5,134,133.1,128.9,126.7,126.4,107.6,179.2,53.6,56.2,50.5,52,55.5,57.7,54.6,58.1,58.1,50.4,53.4,44.9,0,0,0,0,0,0,0,0,0,0,0,0
1999M08,2.3,2.1,2,0,0,0,0,0,0,0,0,0,136,136.2,139,137.7,135.5,134,133.1,128.9,126.7,109.2,176.3,54.8,56.4,52.5,50,60.6,58.9,57.5,59.6,58.3,53.1,52.3,46.2,0,0,0,0,0,0,0,0,0,0,0,0
1999M09,2.6,2.3,2.1,0,0,0,0,0,0,0,0,0,134.2,136,136.2,139,137.7,135.5,134,133.1,128.9,106.2,176.3,57,56.2,54.5,51.5,65.8,64.2,63.5,60.1,59.9,51.3,51.4,43.8,0,0,0,0,0,0,0,0,0,0,0,0
1999M10,2.6,2.6,2.3,0,0,0,0,0,0,0,0,0,130.5,134.2,136,136.2,139,137.7,135.5,134,133.1,101.5,173.9,57.2,57.6,54,52.5,68.8,58.9,61.3,62,59.7,53,51.7,48,0,0,0,0,0,0,0,0,0,0,0,0
1999M11,2.6,2.6,2.6,0,0,0,0,0,0,0,0,0,137,130.5,134.2,136,136.2,139,137.7,135.5,134,110.4,176.8,58.1,54.9,58.5,52,68.1,61,63.1,55.5,60.2,53.1,50.6,49.7,0,0,0,0,0,0,0,0,0,0,0,0
1999M12,2.7,2.6,2.6,0,0,0,0,0,0,0,0,0,141.7,137,130.5,134.2,136,136.2,139,137.7,135.5,115,181.7,57.8,56.9,50,49,67.4,60.5,60.3,61.1,60.6,55.7,53,49,0,0,0,0,0,0,0,0,0,0,0,0
2000M01,2.8,2.7,2.6,0,0,0,0,0,0,0,0,0,144.7,141.7,137,130.5,134.2,136,136.2,139,137.7,119.1,183.1,56.7,56.6,52,49,72.4,61.4,60.4,60.8,57.8,52.8,52.3,52.8,0,0,0,0,0,0,0,0,0,0,0,0
2000M02,3.2,2.8,2.7,0,0,0,0,0,0,0,0,0,140.8,144.7,141.7,137,130.5,134.2,136,136.2,139,114.6,180.1,55.8,56.2,54,48.5,71.6,66.5,58.7,58.9,59.1,53.6,52.8,44.9,0,0,0,0,0,0,0,0,0,0,0,0
2000M03,3.8,3.2,2.8,0,0,0,0,0,0,0,0,0,137.1,140.8,144.7,141.7,137,130.5,134.2,136,136.2,106.8,182.5,54.9,57.4,51,52,78.7,68.6,56.2,61.7,59.5,51.2,55,47.5,0,0,0,0,0,0,0,0,0,0,0,0
2000M04,3,3.8,3.2,0,0,0,0,0,0,0,0,0,137.7,137.1,140.8,144.7,141.7,137,130.5,134.2,136,109.7,179.8,54.7,58,51,53,71.2,65,55.4,61.5,58.1,53.2,54.4,46.1,0,0,0,0,0,0,0,0,0,0,0,0
2000M05,3.1,3,3.8,0,0,0,0,0,0,0,0,0,144.7,137.7,137.1,140.8,144.7,141.7,137,130.5,134.2,118.7,183.6,53.2,57.7,49,55.5,65.7,64.2,51.5,60.5,56.4,53,53.5,46.9,0,0,0,0,0,0,0,0,0,0,0,0
2000M06,3.7,3.1,3,0,0,0,0,0,0,0,0,0,139.2,144.7,137.7,137.1,140.8,144.7,141.7,137,130.5,111.9,180.1,51.4,56.9,48.5,53.5,62.9,65,50,59.4,53.4,50.7,54.4,47,0,0,0,0,0,0,0,0,0,0,0,0
2000M07,3.6,3.7,3.1,0,0,0,0,0,0,0,0,0,143,139.2,144.7,137.7,137.1,140.8,144.7,141.7,137,113.7,186.8,52.5,55.3,45,56.5,63.4,62.1,52,59.7,53.7,52.5,50.5,48.5,0,0,0,0,0,0,0,0,0,0,0,0
2000M08,3.4,3.6,3.7,0,0,0,0,0,0,0,0,0,140.8,143,139.2,144.7,137.7,137.1,140.8,144.7,141.7,113.9,181.3,49.9,57.6,49,50.5,58.1,59.2,50,59.8,49.7,48.8,54.2,47.1,0,0,0,0,0,0,0,0,0,0,0,0
2000M09,3.5,3.4,3.6,0,0,0,0,0,0,0,0,0,142.5,140.8,143,139.2,144.7,137.7,137.1,140.8,144.7,115.9,182.5,49.7,56.7,47,52,58.4,62.1,48.9,60.4,51.5,50.6,53.5,45.9,0,0,0,0,0,0,0,0,0,0,0,0
2000M10,3.5,3.5,3.4,0,0,0,0,0,0,0,0,0,135.8,142.5,140.8,143,139.2,144.7,137.7,137.1,140.8,108.4,176.8,48.7,56.7,41,56.5,57.7,63.7,48.4,59.2,49.3,48.2,54.5,45.9,0,0,0,0,0,0,0,0,0,0,0,0
2000M11,3.4,3.5,3.5,0,0,0,0,0,0,0,0,0,132.6,135.8,142.5,140.8,143,139.2,144.7,137.7,137.1,101.2,179.7,48.5,56.2,42,53.5,58.1,60.9,49.1,56.4,50.1,47.1,54.6,42.8,0,0,0,0,0,0,0,0,0,0,0,0
2000M12,3.4,3.4,3.5,0,0,0,0,0,0,0,0,0,128.6,132.6,135.8,142.5,140.8,143,139.2,144.7,137.7,96.9,176.1,43.9,54,36,49.5,59.8,63.5,42.1,54.9,42.9,42.7,52.4,40.4,0,0,0,0,0,0,0,0,0,0,0,0
2001M01,3.7,3.4,3.4,0,0,0,0,0,0,0,0,0,115.7,128.6,132.6,135.8,142.5,140.8,143,139.2,144.7,79.3,170.4,42.3,51.6,32.5,50.5,64.6,61.8,38.4,50.8,39.2,42.3,51.7,41.8,0,0,0,0,0,0,0,0,0,0,0,0
2001M02,3.5,3.7,3.4,0,0,0,0,0,0,0,0,0,109.2,115.7,128.6,132.6,135.8,142.5,140.8,143,139.2,70.7,167.1,42.1,51.3,37,42.5,55.6,58.1,39.9,51.4,38.6,37.8,50.7,44.2,0,0,0,0,0,0,0,0,0,0,0,0
2001M03,3,3.5,3.7,0,0,0,0,0,0,0,0,0,116.9,109.2,115.7,128.6,132.6,135.8,142.5,140.8,143,83.1,167.5,43.1,50.7,43.5,45.5,49.9,55.8,41.5,52.6,42.6,39.9,49.6,43.7,0,0,0,0,0,0,0,0,0,0,0,0
2001M04,3.2,3,3.5,0,0,0,0,0,0,0,0,0,109.9,116.9,109.2,115.7,128.6,132.6,135.8,142.5,140.8,79.1,156,42.7,48.3,43.5,47.5,48,53.8,45.5,47.2,43.1,38.2,46.5,39.7,0,0,0,0,0,0,0,0,0,0,0,0
2001M05,3.6,3.2,3,0,0,0,0,0,0,0,0,0,116.1,109.9,116.9,109.2,115.7,128.6,132.6,135.8,142.5,87.1,159.6,41.3,49,40,44,45.1,58.5,44.9,49.3,43.1,35.1,46.7,38.2,0,0,0,0,0,0,0,0,0,0,0,0
2001M06,3.2,3.6,3.2,0,0,0,0,0,0,0,0,0,118.9,116.1,109.9,116.9,109.2,115.7,128.6,132.6,135.8,93.5,156.8,43.2,50.1,42,46.5,42.8,54.5,47.8,52.2,45.3,35.7,45.6,39.9,0,0,0,0,0,0,0,0,0,0,0,0
2001M07,2.7,3.2,3.6,0,0,0,0,0,0,0,0,0,116.3,118.9,116.1,109.9,116.9,109.2,115.7,128.6,132.6,92.9,151.3,43.5,48.1,42.5,49,39.9,49.9,49.2,47.5,47,37.2,46.4,37.1,0,0,0,0,0,0,0,0,0,0,0,0
2001M08,2.7,2.7,3.2,0,0,0,0,0,0,0,0,0,114,116.3,118.9,116.1,109.9,116.9,109.2,115.7,128.6,93.7,144.5,46.3,46.9,44.5,42.5,35,48.9,54.3,46.5,51.8,41.3,45.7,37.6,0,0,0,0,0,0,0,0,0,0,0,0
2001M09,2.6,2.7,2.7,0,0,0,0,0,0,0,0,0,97,114,116.3,118.9,116.1,109.9,116.9,109.2,115.7,78.1,125.4,46.2,49.5,43,41.5,36.6,50.2,51.3,50.8,51.8,41.5,46.4,38.9,0,0,0,0,0,0,0,0,0,0,0,0
2001M10,2.1,2.6,2.7,0,0,0,0,0,0,0,0,0,85.3,97,114,116.3,118.9,116.1,109.9,116.9,109.2,70.7,107.2,40.8,44.8,36,48.5,33.3,43.4,38.9,41.3,41.8,35.6,43.9,38.3,0,0,0,0,0,0,0,0,0,0,0,0
2001M11,1.9,2.1,2.6,0,0,0,0,0,0,0,0,0,84.9,85.3,97,114,116.3,118.9,116.1,109.9,116.9,77.3,96.2,44.1,48.2,38.5,40.5,32,41.3,49.1,46.4,46.9,36.4,44.5,38.9,0,0,0,0,0,0,0,0,0,0,0,0
2001M12,1.6,1.9,2.1,0,0,0,0,0,0,0,0,0,94.6,84.9,85.3,97,114,116.3,118.9,116.1,109.9,92.4,97.8,45.3,49.7,39.5,42,33.2,42.3,51.4,49.9,49.2,39.1,44.6,37.6,0,0,0,0,0,0,0,0,0,0,0,0
2002M01,1.2,1.6,1.9,0,0,0,0,0,0,0,0,0,97.8,94.6,84.9,85.3,97,114,116.3,118.9,116.1,97.6,98.1,47.5,48.8,44.5,46.5,43.9,48.8,55.2,48.3,51.1,41,44.3,39.2,0,0,0,0,0,0,0,0,0,0,0,0
2002M02,1.1,1.2,1.6,0,0,0,0,0,0,0,0,0,95,97.8,94.6,84.9,85.3,97,114,116.3,118.9,94,96.4,50.7,52.7,53,45.5,41.5,47.6,60.7,56.3,58.1,43.8,43.9,39.7,0,0,0,0,0,0,0,0,0,0,0,0
2002M03,1.4,1.1,1.2,0,0,0,0,0,0,0,0,0,110.7,95,97.8,94.6,84.9,85.3,97,114,116.3,110.2,111.5,52.4,52.8,62.5,47.5,51.9,49.2,63.8,56.4,58.3,46.6,45.8,41.4,0,0,0,0,0,0,0,0,0,0,0,0
2002M04,1.6,1.4,1.1,0,0,0,0,0,0,0,0,0,108.5,110.7,95,97.8,94.6,84.9,85.3,97,114,109.6,106.8,52.4,53.5,56,49.5,60.3,53.7,59.9,58.4,59.1,46.6,47.8,43,0,0,0,0,0,0,0,0,0,0,0,0
2002M05,1.2,1.6,1.4,0,0,0,0,0,0,0,0,0,110.3,108.5,110.7,95,97.8,94.6,84.9,85.3,97,109.7,111.2,53.1,54.8,56.5,48.5,63,55.2,61.8,57.3,59.4,47.3,49.2,43.8,0,0,0,0,0,0,0,0,0,0,0,0
2002M06,1.1,1.2,1.6,0,0,0,0,0,0,0,0,0,106.3,110.3,108.5,110.7,95,97.8,94.6,84.9,85.3,107.2,104.9,53.6,52.5,53.5,53.5,65.5,53.1,61.2,56.4,61.1,48.3,44,43.2,0,0,0,0,0,0,0,0,0,0,0,0
2002M07,1.5,1.1,1.2,0,0,0,0,0,0,0,0,0,97.4,106.3,110.3,108.5,110.7,95,97.8,94.6,84.9,96.1,99.4,50.2,50.4,45.5,49,68.3,60.5,51.9,50.7,56.6,45,46.1,42.7,0,0,0,0,0,0,0,0,0,0,0,0
2002M08,1.7,1.5,1.1,0,0,0,0,0,0,0,0,0,94.5,97.4,106.3,110.3,108.5,110.7,95,97.8,94.6,95.5,93.1,50.3,50.9,45,43.5,61.5,55.1,50.6,51.6,54.9,46.8,47.2,45.4,0,0,0,0,0,0,0,0,0,0,0,0
2002M09,1.5,1.7,1.5,0,0,0,0,0,0,0,0,0,93.7,94.5,97.4,106.3,110.3,108.5,110.7,95,97.8,97.2,88.5,50.5,52.3,44.5,48,62.5,53.4,52.9,54.8,53.5,45.8,47.1,43.8,0,0,0,0,0,0,0,0,0,0,0,0
2002M10,2,1.5,1.7,0,0,0,0,0,0,0,0,0,79.6,93.7,94.5,97.4,106.3,110.3,108.5,110.7,95,81.1,77.2,49,51.4,43.5,51,58.3,56.1,52.1,52.3,51.3,46.4,46.6,42,0,0,0,0,0,0,0,0,0,0,0,0
2002M11,2.3,2,1.5,0,0,0,0,0,0,0,0,0,84.9,79.6,93.7,94.5,97.4,106.3,110.3,108.5,110.7,89.3,78.3,48.5,52.9,42.5,52,55.7,57.6,49.9,56.4,52.7,44.8,46,43.1,0,0,0,0,0,0,0,0,0,0,0,0
2002M12,2.5,2.3,2,0,0,0,0,0,0,0,0,0,80.7,84.9,79.6,93.7,94.5,97.4,106.3,110.3,108.5,88.1,69.6,51.6,52.3,46.5,50.5,56.9,56.5,58.7,54.2,53.9,47.5,47,45.2,0,0,0,0,0,0,0,0,0,0,0,0
2003M01,2.8,2.5,2.3,0,0,0,0,0,0,0,0,0,78.8,80.7,84.9,79.6,93.7,94.5,97.4,106.3,110.3,81.1,75.3,51.3,53.3,45,51.5,57.5,58,58.2,54.4,54.1,47.4,50.5,44.2,0,0,0,1,0,0,0,0,0,0,0,0
